Property reference,Postal District,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15
2121,HU8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,359.47,616.52,562.34,434.73,698.15,537.94,772.96,460.35,721.07,656.36,543.6,534.92,483.54,556.15,571.99,718.55,679.87,601.65,572.95,722.67,563.08,545.86,496.08,425.67,475.59,543.43,499.04,553.73,566.92,546.66,563.2,565.02
2122,HU8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.92,326.3,400.9,470.5,503.81,492.84,401.89,401.5,386.97,378.93,347.4,393.03,402.53,317.94,383.89,406.83,429.35,420.5,398.15,384.23,417.12,424.16,402.12,367.81,428.75,277.66,457.98,460.26,479.12,433.39,438.49,442.1,469.71,420.65,458.87
2124,HX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.37,316.2,330.26,327.74,282.61,377.87,363.55,361.36,336.63,790.29,278.97,281.13,295.32,293.34,314.28,253.05,244.22,324.39,298.83,308.41,,,,,,,,,,,,,
2125,HX5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.58,292.2,282.52,180.39,229.86,228.42,261.28,213.18,164.04,210.63,378.2,366.45,338.52,296.86,384.9,309.16,321.49,354.25,366.78,377.54,392.76,217.99,350.54,369.45,320.05,345.72,298.71,355.04,343,368.74,393.03,333.81,325.2
2126,LS10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.3,284.83,299.03,284.1,274.43,291.51,256.8,272.85,223.08,333.26,256.01,232.08,209.96,184.99,237.06,198.15,242.68,210.67,225.12,245.03,212.31,211.18,221.25,199.86,239.81,237,252.26,256.91,256.02,230.9,234.69,271.31,269.06
2127,LS10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.48,252.47,217.81,213.94,214.25,206.74,197.26,222.15,245.54,209.29,286.98,226.29,194.84,230.96,250.45,242.85,250.33,203.49,218.85,245.79,233.22,209.93,231.79,225.3,250.52,277.71,266.28,233.19,291.41,224.55,235.98,240.24,235.4
2128,LS10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.29,374.6,397.42,390.26,385.68,385.56,455.87,424.77,415.44,516.76,512.48,25.95,168.33,535.21,547.85,495.67,433.19,449.09,466.62,415.8,332.64,495.26,499.41,330.48,380.24,350.25,479.35,472.67,479.31,499.77,489.93,581.75,490.58
2129,LS11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.46,81.7,100,94.71,107.89,82.54,85.87,84.14,76.43,90.55,96.48,,,,,,,,,,,,,,,,,,,,,,
2130,LS11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.08,530.06,602.16,484.69,524.9,454.64,489.14,493.61,504.9,370.76,1285.08,465.23,434.61,421.53,494.67,468.78,403.26,422.02,493.71,546.31,424.61,,,424.9,447.68,455.97,503.74,382.56,431.18,408.56,463.05,404.83,370.65
2131,LS11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,LS11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.87,257,276,239.03,291.39,273.33,299.88,355.33,374.1,372.54,276.45,371.82,358.24,352.03,378.03,355.35,376.8,387.2,395.04,733.47,413.33,506.61,299.32,367.74,331.15,326.97,319.69,323.62,292.44,349.54,323.97,395.6,389.1
2133,LS14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.49,176.73,166.19,168.45,167.39,147.02,18,104.85,171.53,207.64,219.57,504.36,409.09,156.21,162.7,200.79,208.19,175.72,140.73,153.84,106.89,158.66,137.24,91.53,156.95,138.72,138.43,132.42,123.17,162.98,139.8,148.56,97.21
2134,LS15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.94,168.17,160.13,138.87,137.93,140.46,137.5,101.24,116.07,148.41,82.77,162.51,139.24,2.78,165.6,263.41,158.63,108.13,77.98,210.89,226.12,65.5,47.41,60.87,45.57,,,,,,,,
2135,LS15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.94,737.8,740.48,698.35,749.25,768.45,702.6,636.24,685.62,585,567.29,170.7,268,682.6,651.45,686.67,764.26,756.65,774.54,822.65,774.93,635.4,470.73,1269.12,652.54,802.08,802.22,708.15,685.16,619.97,680.52,678.49,724.97
2138,LS17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.15,448.59,404.84,517.87,463.54,424.4,390.63,450.75,533.3,556.39,344.03,407.22,434.5,425.18,445.7,507.57,600.56,536.27,506.58,527.46,477.42,672.83,59.58,472.24,498.89,493.62,420.59,480.77,449.87,491.68,471.51,566.5,454.81
2139,LS17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.35,421.27,452.77,451.9,606.14,514.91,391.2,418.12,566.49,464.98,464.66,306.57,287.36,330.04,497.58,376.66,358.26,374.43,338.73,355.7,425.88,331.95,353.1,238.59,254.53,219.21,242.62,232.58,243.68,215.03,295.98,183.69,117.09
2140,LS17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.59,552.07,620.13,373.45,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2141,LS17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.5,192.3,228.77,234.98,245.5,222.82,218.04,260.74,276.48,260.04,141.85,265.83,250.69,222.91,313.23,249.94,232.91,314.67,274.05,292.47,260.97,247.85,315.7,441.54,,,,,,,,,
2142,LS18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.66,369.48,380.09,403.48,283.7,520.64,519.28,378.29,462.06,458.67,400.5,393.6,307.63,361.95,445.73,1387.14,1388.93,487.08,484.2,474.4,472.62,222.76,460.94,879.76,307.78,310.29,345.86,308.96,319.76,335.17,1539.51,296.6,59415.01
2143,LS18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.82,860.85,514.23,476.96,597.94,562.73,474.71,544.5,572.22,511.58,472.12,542.01,527.52,510.61,494.91,549.58,487.41,480.79,500.76,527.34,542.28,487.16,542.79,467.88,378.96,398.1,462.92,416.12,404.29,417.66,439.11,440.04,476.8
2144,LS19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,157.53,296.97,215.35,220.68,230.34,236.65,240.15,309.36,282.37,188.36,244.38,192.31,237.75,276.09,250.43,234.96,334.13,506.22,505.61,433.98,456.69,413.94,452.49,429.27,404.37,420.01,398.82,382.79,415.62,510.78,457.81,391.43
2147,LS21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.28,213.78,225.73,242.08,238.54,203.39,191.04,214.35,280.65,255.75,110.53,209.22,187.23,61.58,158.16,124.4,160.84,,,,,,,,,,,,,,,,
2148,LS25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,159.87,249.9,208.23,211.68,216.54,262.66,200.38,285.72,348.6,349.8,,,,,,,,,,,,,,,,,,,,,,
2149,LS25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.3,225.66,178.1,194.13,215.37,197.55,132.72,228.88,250.68,251.22,207.49,221.7,176.46,170.46,126.73,180.09,180.39,200.09,211.32,189.32,360.21,234.73,228.92,193.8,214.84,234.09,172.51,216.46,90.64,194.8,232.59,192.6,194.18
2150,LS26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.18,243.95,236.35,218.65,212.51,252.5,359.35,313.75,311.7,463.67,455.54,280.7,237.57,141.45,218.85,212.57,293.75,222.97,189.78,267.52,499.8,397.2,318.25,236.96,244.6,264.93,205.43,217.77,198.23,238.25,807.96,973.95,653.44
2152,LS27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.49,342,306.52,21.95,50.68,289.41,316.06,326.32,352.41,348.76,306.44,341.25,292.5,355.89,597.34,406.45,351.1,406.75,420.69,450.2,,,,,,,,,,,,,
2153,LS27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.46,423.57,425.09,435.4,457.04,454.43,520.11,504.93,449.67,572.74,439.93,303.18,319.75,404.55,387.89,399.34,432.23,431.16,482.19,434.35,512.22,486.52,494.33,526.38,363.02,467.61,460.34,448.93,484.55,545.7,538.44,482.23,386.16
2154,LS28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.91,168.33,238.82,181.64,197.79,222.12,186.08,176.78,170.29,180.55,167.24,362.61,268.95,135.07,174.57,134.97,171.93,162.33,151.35,136.57,112.86,174.16,142.66,127.86,153.46,121.05,134.04,133.93,97.26,140.33,188.79,191.61,183.8
2155,LS28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.33,515.43,513.99,461.01,429.75,460.37,408.62,397.05,412.09,492.86,437.87,401.46,326.93,387.69,415.6,418.53,401.24,388.75,389.94,421.69,640.41,611.59,584.8,447.66,422.45,383.82,284.28,375.3,443.73,454.7,337.29,632.29,431.67
2156,LS28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.02,419.74,447.72,388.74,425.14,776.34,784.32,476.25,353.16,354.7,335.91,379.71,464.33,499.94,566.28,707.95,617.8,517.49,535.44,387.93,445.46,454.92,496.99,454.32,499.15,493.03,608.77,547.16,4574.18
2157,LS28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3177.07,3113.84,2340.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,LS28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.92,119.7,117.23,114.13,111.14,126.73,130.9,184.33,175.44,216.26,190.7,126.99,236.9,278.83,79.74,37.02,9.64,35.54,0,,,,,,,,,,,,,,
2159,LS28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.45,154.08,150.56,147.24,211.75,180.92,235.78,207.17,184.92,117.23,188.42,191.82,163.68,147.81,213.45,227.99,157.82,174.34,205.17,184.72,160.62,178.75,164.18,160.68,204.27,185.55,167.75,195.27,172.48,189.04,172.08,178.26,179.8
2160,LS28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.33,158.77,191.65,173.13,179.21,209.74,226.71,218.38,204.45,174.37,173.67,194.85,179.91,203.18,204.45,211.59,179.49,182.06,192.36,194.6,204.84,26.85,0,169.24,201.69,196.44,193.06,193.5,184.89,197.35,224.76,192.04,167.45
2161,LS29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,171.63,235.77,236.68,247.68,240.58,263.39,255.54,307.29,288.9,155.96,280.71,208.65,183.18,277.98,245.12,214.78,397.61,273.15,461.63,515.2,184.44,213.17,221.36,212.34,228.57,270.83,217.16,117.13,486.68,950.38,533.81,496.35
2162,LS29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.54,183.48,186.27,185.62,177.89,187.87,195.45,218.5,245.43,368.27,261.73,225.27,176.37,187.47,199.1,187.69,195.72,201.97,232.65,868.44,785.73,1196.85,208.63,216.47,209.85,212.19,203.86,198.93,221.43,197,355.65,333.9,327.02
2163,LS8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.85,382.02,376.95,445.71,423.14,487.1,396.28,368.62,340.74,259.05,0,0,,99.8,,,,,,,,,,,,,,,,,,,
2164,LS8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.39,405.21,569.12,694.17,499.71,91.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2165,LS8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.66,437.49,627.5,483.97,427.93,586.05,560.06,614.8,659.28,867.63,581.89,189.12,250.2,440.77,635.73,569.24,191.86,292.59,18.8,0.03,472.89,331,448.72,565.2,640.45,519.87,676.68,673.14,639.35,530.02,378.72,441.32,456.7
2166,LS8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.48,442.41,414.32,428.09,409.14,419.74,411.33,392.9,420.72,258.13,100.83,416.94,209.8,358.35,384.89,400.04,390.41,407.77,362.07,382.25,376.59,370.28,345.4,427.5,422.83,436.8,408.25,473.25,541.22,459.01,466.71,472.76,473.89
2167,LS8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.27,237.78,202.67,233.27,235.95,281.82,293.34,293.14,299.09,269.61,344.17,294.7,162.58,236.13,148.21,233.1,191.54,272.93,264.3,307.57,272.53,349.68,311.81,347.73,286.43,265.9
2168,S10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.16,1123.28,1127.4,1155.55,1172.28,279.54,292.63,283.62,330.71,329.11,294.85,320.64,186.24,270.38,170.55,380.81,331.88,298.2,161.8,258.03,371.12,291.8,333.68,240.67,260.7,374.88,119.63
2169,S10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.07,413.9,479.33,506.03,178.81,447.61,223.81,180.39,239.79,235.56,177.38,306.74,351,348.5,385.8,145.1,490.19,766.77,274.76,216.61,160.69,285.99,207.46,176.21,226.1,272.87,176.79,217.79,213.36,403.81,312.18,189.39,210.19,255.78,221.66,321.31
2170,S10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,24.39,28.3,,,,209.31,335.87,340.52,369.06,260.02,418.4,408.4,420.66,480.59,373.73,441.45,456.12,332.64,269.48,222.11,,,,,,,,,,,,,,,,,
2172,S10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.04,100.14,95.05,127.02,92.25,42.97,57.33,58.47,74.93,170.13,421.37,295.92,43.03,60.06,104.13,102.44,99.3,60.36,105.57,104.55,97.29,77.5,190.05,237.54,262.16,274.59
2173,S10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.4,452.29,440.33,464.52,403.53,473.35,383.23,376.77,404.54,498.09,435.11,408.18,540.12,438.62,422.22,378.75,419.76,413.18,375.79,374.29,382.72,410.3,413.49,419.94,539.59,426.25,302.56,253.68,326.16,300.34,271.68,,252.36,294.62,275.63,246.19
2174,S11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.61,215.35,310.57,246.58,306.49,343,304.42,300.04,250.36,288.18,292.99,314.79,357.94,235.77,298.41,294.25,285.97,253.31,315.29,297.26,345.88,279.93,318.43,305.61,301.41,231.45,302.73,274.7,398.28,283.53,304.9,274.89,313.12,246.36,322.93,300.6
2175,S11,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902.7,,,290.69,117.9,346.45,1091.52,859.15,837.45,692.58,645.15,802.19,668.37,892.02,902.34,1059.5,868.82,1049.81,953.84,749.61,759.05,751.38,728.97,899.33,960.66,910.41,924.39,1043.59,793.19,753.9,765.03,703.5,727.08,689.32,658.64,737.82,999.93,838.89,888.57
2176,S11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.89,486.65,525.2,543.26,505.94,508.13,521.9,538.04,509.52,458.88,525.63,506.88,380.67,502.78,535.23,414.74,371.46,483.21,466.49,443.25,475.55,480.99,486.55,441.39,429.15,520.05,501.03,450.17,426.18,467.23,487.07,442.22,445.54,465.42,480.6,477.84
2177,S12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.77,143.97,126.4,100.61,109.45,112.85,100.1,99.64,98.9,116.25,127.68,157.37,213.9,,,,,,,,,,,,,,,,,,,,,,,
2178,S12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.2,411.9,385.39,281.45,329,380.61,466.39,498.18,542.38,482.07,425.88,371.39,444.03,398.25,401.72,299.39,346.88,354.57,410.43,384.43,445.35,404.25,407.19,395.45,352.94,410.13,419.83,337.79,406.01,445.24,488.48,530.23,354.24,381.77,453.53
2181,S17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.53,231.13,393.1,460.1,533.06,433.74,464.13,389.38,374.31,248.15,446.25,464.61,,,295.73,430.29,,428.45,380.41,518.21,466.48,321.5,448.44,466.98,518.6,468.45,391.01,356.46,570.72,409.56,440.46,350.91,494.34,408.95,303.23
2182,S17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.89,26.44,26.1,34.96,26.18,33.55,23.65,68.02,66.03,94.29,44.99,,,,,,,,,,,,,,,,,,,,,,
2183,S17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.34,483.2,478.39,432.01,395,330.51,386.43,390.19,457.77,438.74,386.39,370.02,397.05,356.27,419.81,476.51,475.65,432.93,429.81,344.66,563.62,438.33,465.21,444.16,454.7,439.89,540.35,609.96,448.75,483.01,422.97,451.79,464.31,400.73,340.93
2185,S35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.55,102.07,70.19,87.37,80.39,79.87,97.13,120.76,111.96,81.46,120.52,426.6,1070.71,216.69,,,,,,,,,,,,,,,,,,,,,
2186,S35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.09,350.03,374.74,390.35,579.32,440.96,374.88,316.4,283.53,254.21,394.74,415.28,479.22,409.98,407.06,371.37,300.21,354.16,446.63,357.34,286.89,422.72,302.22,397.8,407.7,417.57,168.5,409.05,467.7,366.39,360.48,398.86,402.36,300.71,270.79
2187,S35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.09,182.8,227.23,180.2,238.06,265.97,264.68,159.57,237.96,145.45,265.05,300.83,262.57,256.44,200.9,0,0,170.34,310.34,236.61,227.19,241.81,223.29,236.24,284.86,224.31,172.34,298.41,331.05,334.13,161.94,22.57,19.02,202.41,382.84
2188,S35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.67,262.8,289.81,311.83,285.06,339.53,273.82,261.04,347.72,352.28,269.4,346.24,285.53,292.7,306.29,228.53,229.85,129.04,5.08,219.13,247.75,334.88,,,,,,,,,,,,,
2189,S6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.83,,,,,,,,,,,,,,,,,,,,,,,,,
2190,S6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45,95.4,215.8,109.31,83.49,69.95,132.21,71.77,82.97,125.71,122.84,92.61,107.83,89.94,105.63,104.19,103.6,101.93,78.69,103.54,90.38,75.44,0,0.15,,
2191,S6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.95,401.47,349.23,363.67,365.77,375.35,353.07,388.11,394.29,424.74,395.43,337.67,377.42,361.89,398.39,,,382.12,354.86,370.66,346.95,372.14,344.31,338.63,312.5,312.9,285.04,261.72,310.99,244.97,232.39,310.4,324.03,249.18,347.44
2192,S6,,,,,,,,,,,,,,,,,,,,,,,,,,,,69405.88,,,,,,0,0.6,0,2.57,0,0,29.57,88.53,96.23,128.43,93.22,70.35,58.53,71.07,71.59,48.16,42.88,15.62,78.06,62.88,14.7,6.06,,,,,,,,,,,
2193,S6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.42,437.07,333.16,251.21,396.92,375.87,325.14,343.71,382.42,330.08,326.44,406.74,434.19,228.01,276.1,250.56,303.56,361.8,298.7,297.8,357.99,368.22,370.74,372.66,460.42,253.8,293.43,335.37,350.77,232.2,327.93,341.61,307.68,367.14,427.18
2195,S6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.25,491.7,377.35,404.57,448.39,463.63,471.86,500.63,464.01,238.04,0,0,415.83,540.03,482.01,505.83,547.55,406.63,403.97,441.8,444.87,427.88,472.59,576.49,364.94,458.7,367.93,470.46,441.96,476.54,488.67,525.8,535.89,544.79,564.29
2196,S60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.86,406.4,418.77,505.7,503.45,511.13,517.04,531.36,558.87,477,492.15,453.51,455.2,505.11,523.64,488.03,590.46,598.38,544.92,468.16,518.73,455.37,533.4,548.97,461.93,499.38,489.6,515.16,583.37,565.78,626.3,534.6,501.33,469.45,466.15
2197,S60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.89,289,271.87,364.27,384.32,294.29,227.14,227.57,218.46,208.8,220.38,239.02,151.23,190.3,190.08,164.93,260.19,213.85,211.31,315.25,231.57,276.33,401.67,498.11,211.82,284.43,363.96,,360.64,321.62,296.26,371.01,281.46,355.47,382.55
2198,S61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.15,283.23,294.77,270.07,321.65,338.64,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2199,S62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.78,241.17,340.58,435.3,338.29,293.98,308.43,319.57,375.08,329.55,402.69,369.41,299.24,174,298.48,310.59,305.8,301.01,299.06,236.15,277.22,316.83,337.17,317.9,326.21,306.57,330.45,290.58,282.05,293.11,330.69,307.22,352.38,333.67,317.27
2200,S63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.77,,,159.89,159.03,173.74,293.54,200.86,609.83,329.83,316.71,319.25,457.23,362.83,264.95,165.96,168.85,163.8,228.63,272.69,261.4,164.21,388.89,631.57,645.94,292.74,489.54,294.69,313.58,314.27,351.48,319.87,437.97,217.65,451.48
2201,S64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.35,143.12,139.54,85.35,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2202,S64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.82,173.43,146.06,145.7,149.1,141.84,140.75,135.57,137.22,161.71,168.78,278.19,155.52,129.6,145.94,121.92,117.51,,,,,,,,,,,,,,,,,,
2203,S72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.7,249.93,181.54,141.53,137.48,125.36,151.02,135.29,153,164.7,152.26,177.84,158.52,147.81,38.65,1.51,2.94,11.2,,,,,,,,
2204,S74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.94,332.1,395.91,352.21,321.93,385.95,312.66,368.48,830.04,1483.93,1416.48,1129.38,322.13,358.14,469.57,328.35,405.32,438.53,861.63,1723.38,630.12,1602.22,1559.53,1501.09,295.95,501.96,434.87,409.59,461.02,498.78,436.56,479.82,986.52
2205,S75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.05,212.3,199.77,202.07,187.94,196.84,193.57,197.78,206.61,200.18,241.83,156.87,,200.41,208.88,199.38,195.45,190.05,183.6,195.06,204.39,112.65,218.04,136.25,180.2,194.84,158.14,165.09,158.05,159.3,176.43,174.11,200.37,113.43,194.89
2206,S75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.13,255.45,362.15,283.51,388.82,309.1,294.54,229.99,333.39,301.33,260.68,234.18,308.5,352.89,362.7,385.17,384.62,344.82,319.23,286.43,364.83,339.01,236.06,322.59,227.61,352.41,364.7,358.9,377.71,337.51,306.57,281.61,243.31
2207,S75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.43,115.01,117.81,118.77,120.74,120.03,124.07,116.31,116.87,108.27,101.16,97.03,101.13,125.04,98.31,133.32,99.23,99.17,97.52,102.33,96.8,104.63,119.25,115.29,101.26,102.18,104.86,104.55,112.76,115.43,101.83,106.9,98.58,107.04,97.89
2208,S75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.98,83.97,68.07,71.7,67.68,74.58,73.21,71.25,62.88,72.78,79.68,70.14,71.54,68.4,64.1,73.38,65.58,60.91,65.76,73.15,,,,,,,,,,,,,,,
2209,S75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.36,287.07,363.39,332.13,228.16,340.33,297.15,303.73,373.23,308.32,379.14,250.75,103.4,286.9,241.49,269.4,279.06,241.46,263.6,30.4,0,,,,,,,,,,,,,,
2210,S75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,309.5,402.97,389.4,422.08,225.89,495.95,503.74,535.98,448.69,411.15,488.07,462.6,508.98,553.39,539.36,446.88,427.14,532.14,457.14,511.44,503.3,398.38,546.16,444.95,479.22,448.84,475.75,1034.33,1314.52,1245.11,,
2211,S8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.87,479.87,556.64,585.8,601.87,569.61,640.64,576.3,586.86,550.95,578.58,618.1,540.2,568.5,482.15,575.28,566.13,612.09,696.38,706.75,707.34,620.39,739.74,589.59,570.6,470.91,586.36,554.13,658.28,548.17,537.72,607.54,654.39,497.49,502.35
2212,S8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641.56,1478.03,1568.23,1644.67,1646.45,1654.48,1866.32,1861.04,1805.22,1809.86,1610.07,1352.55,1396.89,1395.29,816.9,882.95,1074.77,886.47,1059.81,895.42,825.06,713.39,713.64,733.66,729.54,752.48,770.85,805.3,697.51,772.56,779.7,973.42,912.56,,
2213,WF10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.53,378.09,346.56,360.66,396.86,423.99,360.4,319.21,350.46,344.52,194.02,318.53,306.64,155.33,236.56,280.95,293.34,300.66,349.18,309.43,332.1,372.16,197.59,394.57,412.43,355.95,344.15,316.83,299.96,314.15,282.9,310.88,334.84
2214,WF10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.36,252.45,242.25,235.31,266.64,239.01,206.79,178.29,168.3,165.75,121.3,142.95,200.12,155.14,175.06,197.69,218.31,227.71,225.54,133.55,195.39,110.53,162.81,245.52,242.19,243.75,233.94,145.22,230.43,236.38,259.11,164.18,219.58
2215,WF10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.35,255.78,289.68,324.75,324.86,316.67,312.14,369.75,404.76,301.73,226.86,292.7,266.24,262.65,273.28,269.81,277.49,285.76,307.62,339.71,341.19,352.33,250.55,293.34,267.76,315.21,246.34,272.64,227.74,246.47,284.22,276.88,319.9
2216,WF11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.95,246.27,282.75,254.4,318.29,282.97,307.74,286.49,307.53,553.44,461.99,304.74,150.85,283.89,414.12,375.47,380.38,355.28,238.23,253.76,250.29,266.95,266.11,269.16,164.96,264.84,239.05,130.67,265.02,271.86,237.12,151.72,300.53
2217,WF11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.64,306.36,304.98,309.31,350.54,397.38,386.55,397.95,386.2,382.79,396.9,349.68,228.22,176.16,177.24,235.89,271.19,248.79,226.86,263.82,252.45,253.31,221.63,237.54,220.91,244.05,239.08,247.85,240.46,225.88,256.74,254.27,263.63
2218,WF11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.65,230.31,261.9,315.31,579.43,649.59,717.42,1238.66,1316.47,1238.2,982.97,867.84,474.24,682.29,722.05,589.79,474.65,724.87,425.52,870.01,719.88,517.09,414.09,277.59,358.98,326.13,288,286.78,359.36,287.05,569.34,366.71,659.5
2219,WF13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.82,150.3,143.65,117.92,119.43,99.18,86.18,75.96,87.81,97.14,44.97,,,,,,,,,,,,,,,,,,,,,,
