Reference,Road,Ward,Defect,Recorded,Completed,Cost,Easting,Northing
HWO2504798,OLD PARK ROAD - (Roundhay) - 23009172,Roundhay,Pothole Cwy,11/02/2025,12/02/2025,71.11,432510.1295,437078.2748
HWO2504797,LEEDS ROAD TO PONTEFRACT ROAD LINK - (Hunslet and Riverside) - 23030319,Hunslet and Riverside,Pothole Cwy,11/02/2025,11/02/2025,0,433617.4788,429705.6108
HWO2504795,BRANCH ROAD - (Farnley and Wortley) - 23002380,Farnley and Wortley,Pothole Cwy,11/02/2025,12/02/2025,71.11,426248.9986,431941.6078
HWO2504794,PLEASANT COURT - (Headingley and Hyde Park) - 23009658,Headingley and Hyde Park,Pothole Cwy,11/02/2025,11/09/2025,71.11,429244.511,435436.9317
HWO2504793,CALVERLEY LANE - (Horsforth) - 23021263,Horsforth,Pothole Cwy,11/02/2025,21/02/2025,71.11,422184.9032,437032.2113
HWO2504792,EASTERLY ROAD - (Roundhay) - 23004524,Roundhay,Pothole Cwy,11/02/2025,13/02/2025,71.11,433086.4879,436096.5516
HWO2504791,THORPE LANE - (Ardsley and Robin Hood) - 23022921,Ardsley and Robin Hood,Pothole Cwy,11/02/2025,11/02/2025,0,429028.6114,426426.6073
HWO2504790,RAMPART ROAD - (Headingley and Hyde Park) - 23010042,Headingley and Hyde Park,Pothole Cwy,11/02/2025,11/02/2025,71.11,429153.4908,435261.6587
HWO2504789,POOL ROAD - (Otley and Yeadon) - 23022264,Otley and Yeadon,Pothole Cwy,11/02/2025,21/02/2025,71.11,423058.749,445527.9191
HWO2504788,ST MARKS STREET - (Little London Woodhouse) - 23011423,Little London and Woodhouse,Pothole Cwy,11/02/2025,11/02/2025,71.11,429455.5393,435095.1105
HWO2504787,THORPE LANE - (Ardsley and Robin Hood) - 23022921,Ardsley and Robin Hood,Pothole Cwy,11/02/2025,11/02/2025,0,428921.5513,425993.1658
HWO2504786,ALBION STREET - (Otley and Yeadon) - 23022237,Otley and Yeadon,Pothole Cwy,11/02/2025,21/02/2025,71.11,420717.3438,445120.2743
HWO2504784,WELLINGTON ROAD - (Armley) - 23013152,Armley,Pothole Cwy,11/02/2025,11/02/2025,0,428392.438,432910.0617
HWO2504783,KENTMERE APPROACH - (Killingbeck and Seacroft) - 23007022,Killingbeck and Seacroft,Pothole Cwy,11/02/2025,13/02/2025,71.11,434373.0728,436447.8861
HWO2504782,BLIND LANE - (Ardsley and Robin Hood) - 23022736,Ardsley and Robin Hood,Pothole Cwy,11/02/2025,12/02/2025,71.11,429657.7889,424341.5118
HWO2504780,BRAYTON GROVE - (Cross Gates and Whinmoor) - 23002414,Cross Gates and Whinmoor,Pothole Cwy,11/02/2025,13/02/2025,71.11,436410.987,436365.712
HWO2504779,NEWLAY LANE - (Bramley and Stanningley) - 23008790,Bramley and Stanningley,Pothole Cwy,11/02/2025,12/02/2025,71.11,424199.5861,435626.0774
HWO2504778,THEAKER LANE - (Armley) - 23012100,Armley,Pothole Cwy,11/02/2025,12/02/2025,71.11,426789.0711,433617.7063
HWO2504772,BARWICK ROAD - (Cross Gates and Whinmoor) - 23001769,Cross Gates and Whinmoor,Pothole Cwy,10/02/2025,26/02/2025,71.11,436011.3263,435489.0177
HWO2504771,STONEY LANE - (Harewood) - 23011693,Harewood,Pothole Cwy,10/02/2025,24/02/2025,71.11,435403.2201,440243.1323
HWO2504768,BLANDS AVENUE -  (Kippax and Methley) - 23021671-001,Kippax and Methley,Pothole Cwy,10/02/2025,18/03/2025,71.11,441360.63,428227.2
HWO2504749,BUTT LANE -  (Farnley and Wortley) - 23002798-002,Farnley and Wortley,Pothole Cwy,10/02/2025,04/03/2025,0,424986.0123,432792.0362
HWO2504747,CALVERLEY LANE -  (Bramley and Stanningley) - 23002850-004,Bramley and Stanningley,Pothole Cwy,10/02/2025,12/02/2025,71.11,423284.198,435593.835
HWO2504740,BROAD LANE -  (Bramley and Stanningley) - 23002521-002,Bramley and Stanningley,Pothole Cwy,10/02/2025,,71.11,425515.8905,435385.0695
HWO2504736,ROSSEFIELD APPROACH -  (Bramley and Stanningley) - 23010481-001,Bramley and Stanningley,Pothole Cwy,10/02/2025,,71.11,424579.6907,434575.9393
HWO2504734,TONG ROAD -  (Farnley and Wortley) - 23012242-001,Farnley and Wortley,Pothole Cwy,10/02/2025,,71.11,423927.466,431687.8027
HWO2504733,TONG ROAD -  (Farnley and Wortley) - 23012242-002,Farnley and Wortley,Pothole Cwy,10/02/2025,,71.11,424090.0473,431932.352
HWO2504732,TONG ROAD -  (Farnley and Wortley) - 23012242-004,Farnley and Wortley,Pothole Cwy,10/02/2025,05/08/2025,71.11,424217.5904,432653.8467
HWO2504731,TONG ROAD -  (Farnley and Wortley) - 23012242-004,Farnley and Wortley,Pothole Cwy,10/02/2025,05/08/2025,71.11,424217.5904,432653.8467
HWO2504730,MANOR PARK AVENUE -  (Kippax and Methley) - 23021678-001,Kippax and Methley,Pothole Cwy,10/02/2025,03/03/2025,71.11,441523.24,428072.52
HWO2504729,TONG ROAD -  (Farnley and Wortley) - 23012242-006,Farnley and Wortley,Pothole Cwy,10/02/2025,,71.11,424796.7621,432837.4314
HWO2504728,MANOR PARK AVENUE -  (Kippax and Methley) - 23021678-001,Kippax and Methley,Pothole Cwy,10/02/2025,03/03/2025,71.11,441520.5633,428120.915
HWO2504727,TONG ROAD -  (Farnley and Wortley) - 23012242-006,Farnley and Wortley,Pothole Cwy,10/02/2025,11/02/2025,0,424796.7621,432837.4314
HWO2504726,MANOR PARK AVENUE -  (Kippax and Methley) - 23021678-001,Kippax and Methley,Pothole Cwy,10/02/2025,04/03/2025,71.11,441527.74,428175.92
HWO2504725,TONG ROAD -  (Farnley and Wortley) - 23012242-006,Farnley and Wortley,Pothole Cwy,10/02/2025,11/02/2025,0,424796.7621,432837.4314
HWO2504724,TONG ROAD -  (Farnley and Wortley) - 23012242-006,Farnley and Wortley,Pothole Cwy,10/02/2025,11/02/2025,0,424796.7621,432837.4314
HWO2504722,MANOR PARK AVENUE -  (Kippax and Methley) - 23021678-002,Kippax and Methley,Pothole Cwy,10/02/2025,03/03/2025,71.11,441556.35,428105.86
HWO2504721,TONG ROAD -  (Farnley and Wortley) - 23012242-007,Farnley and Wortley,Pothole Cwy,10/02/2025,11/02/2025,0,425140.38,432935.7667
HWO2504718,WHITEHALL ROAD -  (Farnley and Wortley) - A-0058-008,Farnley and Wortley,Pothole Cwy,10/02/2025,11/02/2025,0,424611.045,430720.832
HWO2504716,WHITEHALL ROAD -  (Farnley and Wortley) - A-0058-012,Farnley and Wortley,Pothole Cwy,10/02/2025,11/02/2025,0,426467.9452,431716.3303
HWO2504713,WHITEHALL ROAD -  (Farnley and Wortley) - A-0058-012,Farnley and Wortley,Pothole Cwy,10/02/2025,10/02/2025,0,426467.9452,431716.3303
HWO2504711,WHITEHALL ROAD -  (Farnley and Wortley) - A-0058-012,Farnley and Wortley,Pothole Cwy,10/02/2025,10/02/2025,0,426467.9452,431716.3303
HWO2504709,RING ROAD BRAMLEY -  (Farnley and Wortley) - A-6110-050,Farnley and Wortley,Pothole Cwy,10/02/2025,,71.11,,
HWO2504708,RING ROAD FARNLEY -  (Farnley and Wortley) - A-6110-038,Farnley and Wortley,Pothole Cwy,10/02/2025,11/02/2025,0,425379.38,432909.2029
HWO2504707,BUTTERBOWL DRIVE -  (Farnley and Wortley) - 23002805-001,Farnley and Wortley,Pothole Cwy,10/02/2025,17/02/2025,71.11,425729.6529,432351.7864
HWO2504706,BUTTERBOWL DRIVE -  (Farnley and Wortley) - 23002805-002,Farnley and Wortley,Pothole Cwy,10/02/2025,17/02/2025,71.11,425592.221,432441.978
HWO2504705,KING GEORGE ROAD -  (Horsforth) - 23021261-003,Horsforth,Pothole Cwy,10/02/2025,28/02/2025,71.11,424424.99,438538
HWO2504703,BRANCH ROAD -  (Farnley and Wortley) - 23002380-001,Farnley and Wortley,Pothole Cwy,10/02/2025,12/02/2025,71.11,426225.9673,431805.5673
HWO2504701,BRANCH ROAD -  (Farnley and Wortley) - 23002380-002,Farnley and Wortley,Pothole Cwy,10/02/2025,12/02/2025,71.11,426256.046,431955.508
HWO2504698,LONG LANE - (Harewood) - 23021590,Harewood,Pothole Cwy,10/02/2025,12/02/2025,71.11,440183.3268,436505.6426
HWO2504696,CHAPELTOWN ROAD - (Chapel Allerton) - 23003170,Chapel Allerton,Pothole Cwy,10/02/2025,13/02/2025,71.11,430917.9486,436087.1533
HWO2504693,BLACK HILL LANE - (Alwoodley) - 23002166,Alwoodley,Pothole Cwy,10/02/2025,20/02/2025,71.11,428159.0333,442262.7351
HWO2504692,KING GEORGE AVENUE -  (Horsforth) - 23021225-001,Horsforth,Pothole Cwy,10/02/2025,28/02/2025,71.11,424357.02,438421.7
HWO2504690,CHAPELTOWN ROAD - (Chapel Allerton) - 23003170,Chapel Allerton,Pothole Cwy,10/02/2025,13/02/2025,71.11,430913.7751,436107.9955
HWO2504688,STATION ROAD - (Kippax and Methley) - 23021756,Kippax and Methley,Pothole Cwy,10/02/2025,12/02/2025,71.11,440676.2145,429685.5458
HWO2504687,SELBY ROAD - (Garforth and Swillington) - 23021431,Garforth and Swillington,Pothole Cwy,10/02/2025,13/02/2025,71.11,440043.3529,432368.4672
HWO2504685,BRAYTON GROVE - (Cross Gates and Whinmoor) - 23002414,Cross Gates and Whinmoor,Pothole Cwy,10/02/2025,26/02/2025,71.11,436441.125,436393.0544
HWO2504684,RING ROAD LOWER WORTLEY - (Farnley and Wortley) - 23010290,Farnley and Wortley,Pothole Cwy,10/02/2025,11/02/2025,0,427167.7949,431579.2999
HWO2504683,METHLEY LANE - (Rothwell) - 23023967,Rothwell,Pothole Cwy,10/02/2025,11/02/2025,0,437133.3624,427621.8353
HWO2504681,COLTON ROAD - (Temple Newsam) - 23003561,Temple Newsam,Pothole Cwy,10/02/2025,11/03/2025,71.11,436386.6625,433599.1254
HWO2504678,CHAPEL STREET - (Ardsley and Robin Hood) - 23022913,Ardsley and Robin Hood,Pothole Cwy,10/02/2025,13/02/2025,71.11,428554.2109,426258.8313
HWO2504677,HODGSON LANE - (Morley North) - 23022534,Morley North,Pothole Cwy,10/02/2025,13/02/2025,71.11,421885.5869,428422.2792
HWO2504671,KING LANE - (Alwoodley) - 23007074,Alwoodley,Pothole Cwy,10/02/2025,20/02/2025,71.11,428038.7465,441379.7733
HWO2504665,FORGE LANE - (Harewood) - 23021961,Harewood,Pothole Cwy,10/02/2025,12/02/2025,71.11,433591.3721,442422.0979
HWO2504663,CHAPELTOWN ROAD - (Chapel Allerton) - 23003170,Chapel Allerton,Pothole Cwy,10/02/2025,13/02/2025,71.11,430916.3636,436084.9649
HWO2504658,DEWSBURY ROAD -  (Hunslet and Riverside) - A-0653-040,Hunslet and Riverside,Pothole Cwy,10/02/2025,10/02/2025,0,430108.71,432147.71
HWO2504654,GIPTON APPROACH - (Gipton and Harehills) - 23005419,Gipton and Harehills,Pothole Cwy,10/02/2025,17/03/2025,71.11,433531.8803,434193.6585
HWO2504651,HORSFALL STREET - (Morley North) - 23022657,Morley North,Pothole Cwy,10/02/2025,,71.11,425728.2613,428734.8964
HWO2504650,HORSFALL STREET - (Morley North) - 23022657,Morley North,Pothole Cwy,10/02/2025,,71.11,425728.2613,428734.8964
HWO2504649,WYKEBECK VALLEY ROAD - (Gipton and Harehills) - 23013789,Gipton and Harehills,Pothole Cwy,10/02/2025,03/03/2025,71.11,433828.421,434466.0855
HWO2504648,MEADOW LANE - (Hunslet and Riverside) - 23008136,Hunslet and Riverside,Pothole Cwy,10/02/2025,,71.11,430153.0712,432837.2394
HWO2504647,MEADOW LANE - (Hunslet and Riverside) - 23008136,Hunslet and Riverside,Pothole Cwy,10/02/2025,,71.11,430148.8182,432838.3871
HWO2504646,ST JAMES STREET - (Wetherby) - 23022084,Wetherby,Pothole Cwy,10/02/2025,11/02/2025,71.11,440428.8411,448406.7709
HWO2504645,RING ROAD BEESTON PARK - (Middleton Park) - 23010282,Middleton Park,Pothole Cwy,10/02/2025,,71.11,428979.3002,429117.1248
HWO2504642,BRADFORD ROAD - (Calverley and Farsley) - 23020242,Calverley and Farsley,Pothole Cwy,10/02/2025,,71.11,420943.4028,434458.982
HWO2504641,BRADFORD ROAD - (Calverley and Farsley) - 23020242,Calverley and Farsley,Pothole Cwy,10/02/2025,,71.11,420941.0684,434461.0881
HWO2504639,LEEDS ROAD - (Rothwell) - 23023306,Rothwell,Pothole Cwy,10/02/2025,,71.11,436135,427980
HWO2504638,KIRKSTALL LANE - (Kirkstall) - 23007151,Kirkstall,Pothole Cwy,10/02/2025,,71.11,426283.5742,435583.1112
HWO2504637,RING ROAD BEESTON PARK - (Middleton Park) - 23010282,Middleton Park,Pothole Cwy,10/02/2025,,71.11,429023.4121,428904.0489
HWO2504636,QUARRY BANK COURT - (Kirkstall) - 23009937,Kirkstall,Pothole Cwy,10/02/2025,,71.11,425727.7356,436629.1328
HWO2504635,WHITE LAITHE ROAD - (Cross Gates and Whinmoor) - 23024497,Cross Gates and Whinmoor,Pothole Cwy,10/02/2025,24/02/2025,71.11,435551.6568,437887.5073
HWO2504634,PARKWOOD ROAD - (Beeston and Holbeck) - 23009409,Beeston and Holbeck ,Pothole Cwy,10/02/2025,,71.11,428999.46,429625.9721
HWO2504633,LEEDS ROAD TO PONTEFRACT ROAD LINK - (Hunslet and Riverside) - 23030319,Hunslet and Riverside,Pothole Cwy,10/02/2025,,71.11,433609.2824,429700.7638
HWO2504632,KING GEORGE ROAD -  (Horsforth) - 23021261-001,Horsforth,Pothole Cwy,10/02/2025,28/02/2025,71.11,424465.46,438192.04
HWO2504631,RING ROAD BEESTON PARK - (Middleton Park) - 23010282,Middleton Park,Pothole Cwy,10/02/2025,,71.11,428993.9718,429575.1701
HWO2504630,LEEDS ROAD TO PONTEFRACT ROAD LINK - (Hunslet and Riverside) - 23030319,Hunslet and Riverside,Pothole Cwy,10/02/2025,,71.11,433626.067,429713.3348
HWO2504629,WELLINGTON ROAD - (Armley) - 23013152,Armley,Pothole Cwy,10/02/2025,11/02/2025,0,428387.7847,432912.2821
HWO2504628,MOORSIDE APPROACH - (Morley North) - 23023820,Morley North,Pothole Cwy,10/02/2025,,71.11,422602.8388,428492.8115
HWO2504627,DEWSBURY ROAD - (Hunslet and Riverside) - 23004285,Hunslet and Riverside,Pothole Cwy,10/02/2025,10/02/2025,0,430104.952,432159.4969
HWO2504626,TREVELYAN SQUARE - (Hunslet and Riverside) - 23031012,Hunslet and Riverside,Pothole Cwy,10/02/2025,,71.11,430121.9475,433371.0844
HWO2504625,KINEHOLME DRIVE - (Otley and Yeadon) - 23022183,Otley and Yeadon,Pothole Cwy,10/02/2025,29/07/2025,71.11,418886.6377,444794.7462
HWO2504624,THORNER LANE - (Harewood) - 23024302,Harewood,Pothole Cwy,10/02/2025,12/02/2025,71.11,440459.5913,442793.9935
HWO2504623,HIGHGATE STREET - (Hunslet and Riverside) - 23006392,Hunslet and Riverside,Pothole Cwy,10/02/2025,11/02/2025,71.11,431172.4181,431858.8735
HWO2504622,WEETWOOD LANE - (Weetwood) - 23023870,Weetwood,Pothole Cwy,10/02/2025,11/02/2025,0,427531.9784,437514.9795
HWO2504621,LOW ROAD - (Hunslet and Riverside) - 23007791,Hunslet and Riverside,Pothole Cwy,10/02/2025,10/02/2025,0,431327.6107,431699.5933
HWO2504620,EAST CHEVIN ROAD - (Otley and Yeadon) - 23022283,Otley and Yeadon,Pothole Cwy,10/02/2025,21/02/2025,0,421789.4905,444124.4542
HWO2504616,PONTEFRACT ROAD - (Hunslet and Riverside) - 23023197,Hunslet and Riverside,Pothole Cwy,10/02/2025,10/02/2025,71.11,432941.3615,430216.4614
HWO2504615,EASTWOOD CRESCENT - (Cross Gates and Whinmoor) - 23004532,Cross Gates and Whinmoor,Pothole Cwy,10/02/2025,26/02/2025,71.11,436725,435813
HWO2504614,KING GEORGE ROAD -  (Horsforth) - 23021261-001,Horsforth,Pothole Cwy,10/02/2025,28/02/2025,71.11,424458.52,438179.42
HWO2504613,BELLE ISLE ROAD - (Middleton Park) - 23001967,Middleton Park,Pothole Cwy,10/02/2025,12/02/2025,71.11,431007.6836,430728.283
HWO2504611,WHINMOOR COURT - (Cross Gates and Whinmoor) - 23013396,Cross Gates and Whinmoor,Pothole Cwy,10/02/2025,24/02/2025,71.11,435132.1835,438224.7176
HWO2504610,WARREN LANE - (Adel and Wharfedale) - 23023925,Adel and Wharfedale,Pothole Cwy,10/02/2025,28/02/2025,71.11,426136.7625,445252.9985
HWO2504608,STOTT STREET - (Armley) - 23011707,Armley,Pothole Cwy,10/02/2025,12/02/2025,71.11,427780.7684,433419.2796
HWO2504607,RING ROAD BEESTON PARK - (Middleton Park) - 23010282,Middleton Park,Pothole Cwy,10/02/2025,10/02/2025,71.11,428983.0931,429557.6828
HWO2504606,THE CRESCENT - (Garforth and Swillington) - 23021407,Garforth and Swillington,Pothole Cwy,10/02/2025,17/02/2025,71.11,441271.4282,433433.4624
HWO2504605,BRADFORD ROAD - (Calverley and Farsley) - 23020242,Calverley and Farsley,Pothole Cwy,10/02/2025,04/03/2025,0,420934.0466,434472.8314
HWO2504602,WAKEFIELD ROAD - (Hunslet and Riverside) - 23023203,Hunslet and Riverside,Pothole Cwy,10/02/2025,10/02/2025,0,432245.6778,430058.9711
HWO2504601,KNOWSTHORPE ROAD - (Burmantofts Richmond Hill) - 23014812,Burmantofts and Richmond Hill,Pothole Cwy,10/02/2025,17/03/2025,71.11,433151,432173
HWO2504600,WELLINGTON ROAD - (Armley) - 23013152,Armley,Pothole Cwy,10/02/2025,10/02/2025,0,428387.9271,432903.2958
HWO2504599,BRAMHOPE OLD LANE - (Otley and Yeadon) - 23023838,Otley and Yeadon,Pothole Cwy,10/02/2025,21/02/2025,0,422005.4895,443906.1866
HWO2504598,WARREN HOUSE LANE - (Otley and Yeadon) - 23020965,Otley and Yeadon,Pothole Cwy,10/02/2025,28/02/2025,71.11,421907.687,442187.7145
HWO2504597,WELLSTONE AVENUE - (Pudsey) - 23013160,Pudsey,Pothole Cwy,10/02/2025,12/02/2025,71.11,423965.2052,433781.268
HWO2504593,EAST CHEVIN ROAD - (Otley and Yeadon) - 23022283,Otley and Yeadon,Pothole Cwy,10/02/2025,11/02/2025,0,422005.0929,443907.7853
HWO2504592,RING ROAD BEESTON PARK - (Middleton Park) - 23010282,Middleton Park,Pothole Cwy,10/02/2025,10/02/2025,71.11,428979.1193,429516.0311
HWO2504589,WESTBROOK LANE - (Horsforth) - 23021258,Horsforth,Pothole Cwy,10/02/2025,10/02/2025,71.11,423723.6143,438857.1481
HWO2504588,LEEDS ROAD TO PONTEFRACT ROAD LINK - (Hunslet and Riverside) - 23030319,Hunslet and Riverside,Pothole Cwy,10/02/2025,10/02/2025,0,433597.6002,429743.1482
HWO2504587,RING ROAD BEESTON - (Beeston and Holbeck) - 23010281,Beeston and Holbeck ,Pothole Cwy,10/02/2025,10/02/2025,71.11,427307.0204,431513.5211
HWO2504584,HODGSON LANE - (Morley North) - 23022534,Morley North,Pothole Cwy,10/02/2025,13/02/2025,71.11,421785.6285,428491.7977
HWO2504583,LEEDS ROAD - (Adel and Wharfedale) - 23022363,Adel and Wharfedale,Pothole Cwy,10/02/2025,24/02/2025,71.11,424124,444023
HWO2504582,SOUTH ACCOMMODATION ROAD - (Hunslet and Riverside) - 23011098,Hunslet and Riverside,Pothole Cwy,10/02/2025,18/03/2025,71.11,431197.4864,432336.3812
HWO2504581,LEEDS ROAD TO PONTEFRACT ROAD LINK - (Hunslet and Riverside) - 23030319,Hunslet and Riverside,Pothole Cwy,10/02/2025,11/02/2025,0,433676.4848,429610.6334
HWO2504580,TONG ROAD - (Farnley and Wortley) - 23012242,Farnley and Wortley,Pothole Cwy,10/02/2025,,71.11,424108.6985,432003.9818
HWO2504579,APPERLEY LANE - (Horsforth) - 23020715,Horsforth,Pothole Cwy,10/02/2025,24/02/2025,71.11,420264.0113,439620.9121
HWO2504578,PONTEFRACT ROAD - (Hunslet and Riverside) - 23023197,Hunslet and Riverside,Pothole Cwy,10/02/2025,10/02/2025,71.11,432979.6882,430183.2924
HWO2504577,TONG ROAD - (Farnley and Wortley) - 23012242,Farnley and Wortley,Pothole Cwy,10/02/2025,,71.11,424108.6985,432003.9818
HWO2504575,WARREN LANE - (Adel and Wharfedale) - 23023925,Adel and Wharfedale,Pothole Cwy,10/02/2025,28/02/2025,71.11,426188,445333
HWO2504574,LEEDS ROAD TO PONTEFRACT ROAD LINK - (Hunslet and Riverside) - 23030319,Hunslet and Riverside,Pothole Cwy,10/02/2025,,71.11,433607.331,429719.9386
HWO2504573,QUEENSWOOD DRIVE - (Kirkstall) - 23010002,Kirkstall,Pothole Cwy,10/02/2025,13/02/2025,71.11,427120.5361,435700.8458
HWO2504572,WEST VILLA ROAD - (Guiseley and Rawdon) - 23024808,Guiseley and Rawdon,Pothole Cwy,10/02/2025,18/02/2025,71.11,419136.2696,442238.259
HWO2504570,WOODHOUSE LANE - (Ardsley and Robin Hood) - 23022734,Ardsley and Robin Hood,Pothole Cwy,10/02/2025,,71.11,429663.6785,424347.3966
HWO2504569,HALL PARK MOUNT - (Horsforth) - 23021362,Horsforth,Pothole Cwy,10/02/2025,11/02/2025,71.11,423414.5403,438110.8183
HWO2504568,HODGSON LANE - (Morley North) - 23022534,Morley North,Pothole Cwy,10/02/2025,,71.11,421973.9493,428333.497
HWO2504567,BRANCH ROAD - (Farnley and Wortley) - 23002380,Farnley and Wortley,Pothole Cwy,10/02/2025,12/02/2025,71.11,426230.2835,431907.5057
HWO2504566,FIELDHEAD ROAD - (Guiseley and Rawdon) - 23020982,Guiseley and Rawdon,Pothole Cwy,10/02/2025,28/02/2025,71.11,418738.1618,441647.7583
HWO2504563,WESTGATE - (Otley and Yeadon) - 23022172,Otley and Yeadon,Pothole Cwy,10/02/2025,21/02/2025,71.11,419784,445365
HWO2504562,BRANCH ROAD - (Farnley and Wortley) - 23002380,Farnley and Wortley,Pothole Cwy,10/02/2025,12/02/2025,71.11,426237.9514,431922.5227
HWO2504561,QUEENSWOOD DRIVE - (Kirkstall) - 23010002,Kirkstall,Pothole Cwy,10/02/2025,13/02/2025,71.11,426831.3193,436049.9743
HWO2504560,LANGLEY ROAD - (Bramley and Stanningley) - 23007297,Bramley and Stanningley,Pothole Cwy,10/02/2025,13/02/2025,71.11,423480.4686,435460.5387
HWO2504559,LEEDS ROAD TO PONTEFRACT ROAD LINK - (Hunslet and Riverside) - 23030319,Hunslet and Riverside,Pothole Cwy,10/02/2025,10/02/2025,0,433576.369,429756.3163
HWO2504558,CALVERLEY LANE - (Horsforth) - 23021263,Horsforth,Pothole Cwy,10/02/2025,18/02/2025,71.11,422181.8862,437054.6213
HWO2504557,WESTDALE DRIVE - (Calverley and Farsley) - 23020350,Calverley and Farsley,Pothole Cwy,10/02/2025,12/02/2025,71.11,421758.124,433763.7894
HWO2504556,WELLINGTON ROAD - (Armley) - 23013152,Armley,Pothole Cwy,10/02/2025,10/02/2025,0,428390.8015,432915.6602
HWO2504555,RIDGE ROAD - (Kippax and Methley) - 23021665,Kippax and Methley,Pothole Cwy,10/02/2025,12/02/2025,71.11,443230.6929,434639.8182
HWO2504554,EAST BUSK LANE - (Otley and Yeadon) - 23023881,Otley and Yeadon,Pothole Cwy,10/02/2025,28/02/2025,71.11,421477.5542,445534.8135
HWO2504553,CARDINAL ROAD - (Beeston and Holbeck) - 23002944,Beeston and Holbeck ,Pothole Cwy,10/02/2025,12/02/2025,71.11,428829,430139
HWO2504552,PONTEFRACT ROAD - (Hunslet and Riverside) - 23023197,Hunslet and Riverside,Pothole Cwy,10/02/2025,10/02/2025,71.11,432962.2817,430200.3392
HWO2504551,LONSDALE MEADOWS - (Wetherby) - 23025031,Wetherby,Pothole Cwy,10/02/2025,12/02/2025,71.11,442875.0303,445194.5652
HWO2504550,CARLTON LANE - (Guiseley and Rawdon) - 23020840,Guiseley and Rawdon,Pothole Cwy,10/02/2025,21/02/2025,71.11,420385.3331,443190.6386
HWO2504549,MEADOW LANE - (Hunslet and Riverside) - 23008136,Hunslet and Riverside,Pothole Cwy,10/02/2025,10/02/2025,0,430147.9259,432825.8252
HWO2504548,RUDGATE - (Wetherby) - 23024300,Wetherby,Pothole Cwy,10/02/2025,12/02/2025,71.11,445293.1567,447444.1316
HWO2504547,MOORSIDE ROAD - (Morley North) - 23022542,Morley North,Pothole Cwy,10/02/2025,12/02/2025,71.11,422605.0253,428497.6617
HWO2504545,WHITEHALL ROAD - (Farnley and Wortley) - 23013435,Farnley and Wortley,Pothole Cwy,10/02/2025,10/02/2025,0,424598.5559,430703.0924
HWO2504544,BULLOUGH LANE - (Rothwell) - 23023121,Rothwell,Pothole Cwy,10/02/2025,11/02/2025,71.11,434916.3008,429606.8295
HWO2504543,BRADFORD ROAD - (Otley and Yeadon) - 23022121,Otley and Yeadon,Pothole Cwy,10/02/2025,11/02/2025,71.11,417906.9481,444525.0201
HWO2504541,PONTEFRACT LANE - (Burmantofts Richmond Hill) - 23009696,Burmantofts and Richmond Hill,Pothole Cwy,10/02/2025,13/02/2025,71.11,433371.0374,432192.3633
HWO2504540,SOUTHWOOD ROAD - (Cross Gates and Whinmoor) - 23011166,Cross Gates and Whinmoor,Pothole Cwy,10/02/2025,13/02/2025,71.11,436212.0134,435744.9584
